BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 1963  4850.9  35   4765.9  0.179    39.1    3.0
FRB 1964   199.2  35    114.2  0.090    47.7    4.0
FRB 1965   183.6  35     98.6  0.022    38.5    2.0
FRB 1966   232.8  35    147.8  0.198    14.5    2.0
FRB 1967   583.7  35    498.7  0.175    20.1    3.0
FRB 1968   309.4  35    224.4  0.035    13.7    2.0
FRB 1969   185.5  35    100.5  0.144   174.4    2.0
FRB 1970   230.1  35    145.1  0.202    11.2    3.0
FRB 1971   210.7  35    125.7  0.055    11.0    2.0
FRB 1972   506.4  35    421.4  0.459    13.5    2.0
FRB 1973  1332.5  35   1247.5  0.547    13.1    3.0
FRB 1974   293.9  35    208.9  0.276    22.3    4.0
FRB 1975   344.4  35    259.4  0.111   102.6    2.0
FRB 1976   417.5  35    332.5  0.368    41.1    2.0
FRB 1977   621.6  35    536.6  0.237    32.6    2.0
FRB 1978   163.5  35     78.5  0.065   131.3    2.0
FRB 1979   422.6  35    337.6  0.338    25.4    3.0
FRB 1980   213.6  35    128.6  0.009     9.1    4.0
FRB 1981   550.3  35    465.3  0.096    21.4    1.0
FRB 1982   332.3  35    247.3  0.325    20.5    2.0
FRB 1983   131.7  35     46.7  0.027    12.1    3.0
FRB 1984   664.2  35    579.2  0.110    10.4    3.0
FRB 1985   282.9  35    197.9  0.266     9.4    2.0
FRB 1986   123.8  35     38.8  0.002    13.2    3.0
FRB 1987   212.0  35    127.0  0.112    22.6    0.0
FRB 1988   536.6  35    451.6  0.378    17.5    4.0
FRB 1989   369.5  35    284.5  0.248    12.1    2.0
FRB 1990   321.2  35    236.2  0.080   126.3    2.0
FRB 1991   206.3  35    121.3  0.063    38.4    5.0
FRB 1992   477.0  35    392.0  0.343     9.2    4.0
FRB 1993   401.3  35    316.3  0.376    17.2    3.0
FRB 1994   408.9  35    323.9  0.388    22.6    2.0
FRB 1995   409.7  35    324.7  0.210    10.7    2.0
FRB 1996   384.4  35    299.4  0.358    11.0    3.0
FRB 1997   626.6  35    541.6  0.493     9.0    1.0
FRB 1998   285.8  35    200.8  0.191    12.0    4.0
FRB 1999   589.5  35    504.5  0.371   103.1    3.0
FRB 2000   584.0  35    499.0  0.263    42.9    4.0
FRB 2001   263.0  35    178.0  0.023    31.8    2.0
FRB 2002   301.4  35    216.4  0.123    12.1    3.0
FRB 2003   295.7  35    210.7  0.168    13.2    3.0
FRB 2004   275.2  35    190.2  0.263    10.3    2.0
FRB 2005   222.8  35    137.8  0.114    10.4    2.0
FRB 2006   498.9  35    413.9  0.172    22.8    2.0
FRB 2007   168.9  35     83.9  0.034    92.6    2.0
FRB 2008   608.2  35    523.2  0.670    11.7    1.0
FRB 2009   283.1  35    198.1  0.063    15.2    2.0
FRB 2010   574.6  35    489.6  0.306     9.5    1.0
FRB 2011   209.8  35    124.8  0.028    21.5    1.0
FRB 2012   396.1  35    311.1  0.407     9.5    2.0
FRB 2013   509.3  35    424.3  0.297    16.7    3.0
FRB 2014   206.6  35    121.6  0.046   237.4    4.0
FRB 2015   196.4  35    111.4  0.044    32.3    4.0
FRB 2016   361.7  35    276.7  0.086    22.8    1.0
FRB 2017   277.0  35    192.0  0.198    12.9    4.0
FRB 2018   712.6  35    627.6  0.511     9.4    4.0
FRB 2019   322.3  35    237.3  0.246    10.7    2.0
FRB 2020   668.3  35    583.3  0.559    18.3    1.0
FRB 2021  1805.6  35   1720.6  0.164     9.4    4.0
FRB 2022   273.8  35    188.8  0.172     9.2    0.0
FRB 2023   612.7  35    527.7  0.565    12.2    3.0
FRB 2024   220.2  35    135.2  0.119    16.2    4.0
FRB 2025   353.3  35    268.3  0.209    10.0    2.0
FRB 2026   410.7  35    325.7  0.151    25.0    3.0
FRB 2027   198.4  35    113.4  0.083    42.6    1.0
FRB 2028   355.9  35    270.9  0.391    13.7    2.0
FRB 2029   575.7  35    490.7  0.421    16.5    2.0
FRB 2030   277.8  35    192.8  0.148    11.1    3.0
FRB 2031   290.3  35    205.3  0.168    10.1    3.0
FRB 2032  1843.4  35   1758.4  0.032    67.3    5.0
FRB 2033   660.7  35    575.7  0.209    33.0    3.0
FRB 2034   497.9  35    412.9  0.513    12.1    1.0
FRB 2035   200.8  35    115.8  0.124    24.3    2.0
FRB 2036   442.0  35    357.0  0.175    16.7    3.0
FRB 2037   569.3  35    484.3  0.311    23.8    3.0
FRB 2038   415.5  35    330.5  0.070    13.9    2.0
FRB 2039   386.7  35    301.7  0.102    23.8    2.0
FRB 2040   327.6  35    242.6  0.246    28.0    3.0
FRB 2041   256.4  35    171.4  0.277    21.2    3.0
FRB 2042   253.9  35    168.9  0.222    10.6    2.0
FRB 2043   721.1  35    636.1  0.184     9.3    0.0
FRB 2044   269.9  35    184.9  0.207    38.5    1.0
FRB 2045   314.4  35    229.4  0.109    17.6    2.0
FRB 2046   431.3  35    346.3  0.359    12.8    1.0
FRB 2047   286.2  35    201.2  0.156    11.8    2.0
FRB 2048   342.3  35    257.3  0.184     9.4    2.0
FRB 2049   123.5  35     38.5  0.065    12.7    3.0
FRB 2050   548.6  35    463.6  0.303    11.7    4.0
FRB 2051   278.1  35    193.1  0.178    13.7    2.0
FRB 2052   161.1  35     76.1  0.008     9.6    3.0
FRB 2053   208.2  35    123.2  0.025    14.2    2.0
FRB 2054   247.8  35    162.8  0.271    13.3    2.0
FRB 2055   558.1  35    473.1  0.257    21.0    2.0
FRB 2056   596.4  35    511.4  0.528    12.3    3.0
FRB 2057   187.3  35    102.3  0.061    13.2    5.0
FRB 2058   254.6  35    169.6  0.101    20.4    2.0
FRB 2059   495.3  35    410.3  0.101    37.4    2.0
FRB 2060   648.7  35    563.7  0.302    40.6    2.0
FRB 2061   345.0  35    260.0  0.245    14.3    1.0
FRB 2062   469.8  35    384.8  0.094    20.4    2.0
FRB 2063   359.7  35    274.7  0.236    14.4    2.0
FRB 2064   420.3  35    335.3  0.027     9.5    1.0
FRB 2065   159.0  35     74.0  0.057    10.0    2.0
FRB 2066   782.3  35    697.3  0.722    10.0    2.0
FRB 2067   647.0  35    562.0  0.491    11.9    1.0
FRB 2068   292.0  35    207.0  0.175    29.7    4.0
FRB 2069   401.5  35    316.5  0.024    64.5    2.0
FRB 2070   335.4  35    250.4  0.106    49.0    2.0
FRB 2071   655.4  35    570.4  0.490    15.6    4.0
FRB 2072   364.7  35    279.7  0.237    16.6    2.0
FRB 2073   639.5  35    554.5  0.349    26.2    3.0
FRB 2074   425.4  35    340.4  0.368    44.6    2.0
FRB 2075   767.6  35    682.6  0.609     9.3    2.0
FRB 2076   520.9  35    435.9  0.574     9.7    2.0
FRB 2077   686.9  35    601.9  0.199    11.9    1.0
FRB 2078   560.1  35    475.1  0.270    80.1    1.0
FRB 2079  1152.0  35   1067.0  0.029    10.6    3.0
FRB 2080   414.8  35    329.8  0.314    20.4    3.0
FRB 2081   219.1  35    134.1  0.140   119.3    0.0
FRB 2082   269.6  35    184.6  0.033    12.6    5.0
FRB 2083   450.9  35    365.9  0.398    12.4    2.0
FRB 2084   157.9  35     72.9  0.086    16.7    4.0
FRB 2085   260.4  35    175.4  0.042    42.9    1.0
FRB 2086   432.1  35    347.1  0.372    10.2    1.0
FRB 2087   316.5  35    231.5  0.287    14.2    2.0
FRB 2088   139.8  35     54.8  0.052     9.0    1.0
FRB 2089   299.6  35    214.6  0.323    70.6    3.0
FRB 2090   276.4  35    191.4  0.235    35.9    2.0
FRB 2091   826.7  35    741.7  0.304    33.3    4.0
FRB 2092  3229.9  35   3144.9  0.211    11.2    2.0
FRB 2093   534.6  35    449.6  0.491     9.6    2.0
FRB 2094   213.0  35    128.0  0.095    13.9    2.0
FRB 2095   328.6  35    243.6  0.281    27.7    2.0
FRB 2096   425.0  35    340.0  0.387    17.1    4.0
FRB 2097   189.4  35    104.4  0.110    11.5    2.0
FRB 2098   275.4  35    190.4  0.216    10.9    4.0
FRB 2099   243.0  35    158.0  0.028    14.4    2.0
FRB 2100   259.3  35    174.3  0.200    14.9    0.0
FRB 2101   337.3  35    252.3  0.320    13.6    3.0
FRB 2102   304.3  35    219.3  0.040     9.4    3.0
FRB 2103   208.7  35    123.7  0.043    10.0    3.0
FRB 2104   296.0  35    211.0  0.087    12.1    2.0
FRB 2105   354.0  35    269.0  0.362    14.7    3.0
FRB 2106   725.0  35    640.0  0.095    24.9    2.0
FRB 2107   891.7  35    806.7  0.377    12.7    3.0
FRB 2108   247.2  35    162.2  0.256    11.7    1.0
FRB 2109   380.0  35    295.0  0.036    10.2    4.0
FRB 2110   310.1  35    225.1  0.286     9.4    4.0
FRB 2111   575.8  35    490.8  0.657    14.1    2.0
FRB 2112   278.1  35    193.1  0.011    10.7    2.0
FRB 2113   652.9  35    567.9  0.509    22.2    2.0
FRB 2114   281.4  35    196.4  0.198     9.6    2.0
FRB 2115   269.0  35    184.0  0.136     9.3    3.0
FRB 2116   313.3  35    228.3  0.183    10.1    1.0
FRB 2117   715.4  35    630.4  0.168    11.8    4.0
FRB 2118   548.5  35    463.5  0.462    13.3    3.0
FRB 2119   713.2  35    628.2  0.267    19.5    2.0
FRB 2120   475.0  35    390.0  0.164    16.4    3.0
FRB 2121   471.9  35    386.9  0.192    10.0    2.0
FRB 2122   763.3  35    678.3  0.095    37.2    2.0
FRB 2123   217.9  35    132.9  0.194    12.7    3.0
FRB 2124   188.5  35    103.5  0.057    30.9    3.0
FRB 2125   385.6  35    300.6  0.330    53.8    2.0
FRB 2126   615.5  35    530.5  0.644    10.0    3.0
FRB 2127   572.5  35    487.5  0.714    11.6    2.0
FRB 2128   401.8  35    316.8  0.055    12.8    2.0
FRB 2129   437.7  35    352.7  0.155    11.2    3.0
FRB 2130   590.6  35    505.6  0.241    10.2    3.0
FRB 2131   323.6  35    238.6  0.185    10.2    3.0
FRB 2132   680.0  35    595.0  0.261    19.6    3.0
FRB 2133   426.9  35    341.9  0.393     9.4    1.0
FRB 2134   590.4  35    505.4  0.651    12.7    1.0
FRB 2135   268.1  35    183.1  0.304    24.8    1.0
FRB 2136   191.2  35    106.2  0.068    11.0    4.0
FRB 2137   140.7  35     55.7  0.032    10.2    3.0
FRB 2138   369.7  35    284.7  0.278    10.1    1.0
FRB 2139   207.1  35    122.1  0.028   127.1    4.0
FRB 2140   220.8  35    135.8  0.231    23.6    2.0
FRB 2141  1519.9  35   1434.9  0.313     9.3    2.0
FRB 2142   433.2  35    348.2  0.174    56.9    4.0
FRB 2143   447.7  35    362.7  0.100    54.6    2.0
FRB 2144   194.2  35    109.2  0.133    46.2    4.0
FRB 2145   438.4  35    353.4  0.468    10.4    1.0
FRB 2146   217.3  35    132.3  0.045    17.2    5.0
FRB 2147   189.9  35    104.9  0.094    37.9    4.0
FRB 2148   193.4  35    108.4  0.133    12.9    3.0
FRB 2149   681.3  35    596.3  0.654    14.3    3.0
FRB 2150   462.6  35    377.6  0.067    12.7    3.0
FRB 2151   185.3  35    100.3  0.070   295.7    3.0
FRB 2152   499.4  35    414.4  0.280    18.6    0.0
FRB 2153   269.2  35    184.2  0.096    12.1    3.0
FRB 2154   534.5  35    449.5  0.028    15.5    3.0
FRB 2155   567.4  35    482.4  0.400    11.2    4.0
FRB 2156   399.0  35    314.0  0.244    36.7    3.0
FRB 2157   235.1  35    150.1  0.261    12.9    2.0
FRB 2158   141.0  35     56.0  0.039    81.1    1.0
FRB 2159   649.8  35    564.8  0.253    29.7    2.0
FRB 2160   919.8  35    834.8  0.264    60.0    1.0
FRB 2161   624.7  35    539.7  0.611    34.3    0.0
FRB 2162   436.4  35    351.4  0.147    10.1    2.0
FRB 2163   542.4  35    457.4  0.590    28.5    3.0
FRB 2164   555.9  35    470.9  0.214    18.4    4.0
FRB 2165   852.9  35    767.9  0.405     9.6    3.0
FRB 2166   334.5  35    249.5  0.316    16.3    3.0
FRB 2167   694.2  35    609.2  0.513     9.3    2.0
FRB 2168   478.2  35    393.2  0.650     9.1    2.0
FRB 2169   318.8  35    233.8  0.230    13.9    2.0
FRB 2170   313.9  35    228.9  0.017    31.6    3.0
FRB 2171  1028.0  35    943.0  0.518    11.8    3.0
FRB 2172   268.0  35    183.0  0.062    11.6    3.0
FRB 2173   289.3  35    204.3  0.167    10.9    2.0
FRB 2174   387.0  35    302.0  0.055    17.9    3.0
FRB 2175   281.1  35    196.1  0.201    17.2    3.0
FRB 2176  1359.2  35   1274.2  0.282    17.6    2.0
FRB 2177   249.4  35    164.4  0.038    13.1    4.0
FRB 2178   720.2  35    635.2  0.197    30.7    2.0
FRB 2179   289.6  35    204.6  0.186    31.1    0.0
FRB 2180   641.1  35    556.1  0.682    23.9    2.0
FRB 2181   457.4  35    372.4  0.278    20.3    4.0
FRB 2182   470.8  35    385.8  0.034    13.6    4.0
FRB 2183   790.5  35    705.5  0.555    17.5    1.0
FRB 2184   364.1  35    279.1  0.191    13.5    4.0
FRB 2185   372.7  35    287.7  0.039     9.1    2.0
FRB 2186   695.0  35    610.0  0.387    22.4    3.0
FRB 2187   849.9  35    764.9  0.025    12.2    2.0
FRB 2188   563.6  35    478.6  0.468    18.3    2.0
FRB 2189   258.2  35    173.2  0.111    92.4    2.0
FRB 2190   353.4  35    268.4  0.274    14.5    3.0
FRB 2191   361.1  35    276.1  0.344    14.4    2.0
FRB 2192   864.0  35    779.0  0.552    10.5    3.0
FRB 2193   626.5  35    541.5  0.066    16.4    3.0
FRB 2194   277.9  35    192.9  0.154    14.6    1.0
FRB 2195   479.0  35    394.0  0.232    11.0    1.0
FRB 2196   398.4  35    313.4  0.402     9.5    3.0
FRB 2197   224.6  35    139.6  0.017    13.8    3.0
FRB 2198   752.6  35    667.6  0.447     9.5    2.0
FRB 2199   728.4  35    643.4  0.247    11.8    4.0
FRB 2200   399.8  35    314.8  0.380    11.0    1.0
FRB 2201   712.4  35    627.4  0.595     9.7    2.0
FRB 2202   284.5  35    199.5  0.166    11.4    3.0
FRB 2203   659.9  35    574.9  0.467    16.5    3.0
FRB 2204   445.0  35    360.0  0.343    10.1    3.0
FRB 2205   473.9  35    388.9  0.564    10.9    2.0
FRB 2206   387.2  35    302.2  0.325    15.1    1.0
FRB 2207   290.5  35    205.5  0.244    12.4    3.0
FRB 2208   248.5  35    163.5  0.029    23.5    1.0
FRB 2209   626.1  35    541.1  0.179    14.0    3.0
FRB 2210   452.5  35    367.5  0.412    13.5    3.0
FRB 2211   932.4  35    847.4  0.596    18.7    2.0
FRB 2212   359.6  35    274.6  0.135    10.0    3.0
FRB 2213   534.8  35    449.8  0.300    16.8    3.0
FRB 2214   157.5  35     72.5  0.077    10.2    3.0
FRB 2215   418.7  35    333.7  0.253    14.6    3.0
FRB 2216   313.1  35    228.1  0.065     9.8    1.0
FRB 2217   339.5  35    254.5  0.346    28.5    2.0
FRB 2218   713.3  35    628.3  0.005    13.0    3.0
FRB 2219   412.6  35    327.6  0.346    16.2    2.0
FRB 2220   367.1  35    282.1  0.366    12.9    2.0
FRB 2221   333.0  35    248.0  0.306     9.7    4.0
FRB 2222   318.0  35    233.0  0.212    10.9    5.0
FRB 2223   381.2  35    296.2  0.140     9.1    2.0
FRB 2224   273.4  35    188.4  0.220    29.4    2.0
FRB 2225   765.6  35    680.6  0.182    34.2    2.0
FRB 2226   471.1  35    386.1  0.048    10.5    5.0
FRB 2227   744.4  35    659.4  0.220    14.1    3.0
FRB 2228   561.5  35    476.5  0.134    12.9    4.0
FRB 2229   980.5  35    895.5  0.145   184.6    2.0
FRB 2230   342.2  35    257.2  0.165    13.5    4.0
FRB 2231   655.5  35    570.5  0.450     9.0    3.0
FRB 2232   362.3  35    277.3  0.210    13.1    2.0
FRB 2233   207.2  35    122.2  0.132    30.2    2.0
FRB 2234  1510.0  35   1425.0  0.417    12.9    3.0
FRB 2235   680.8  35    595.8  0.035    44.1    3.0
FRB 2236   679.8  35    594.8  0.363     9.5    3.0
FRB 2237   597.9  35    512.9  0.700    11.1    0.0
FRB 2238   615.8  35    530.8  0.018    10.6    4.0
FRB 2239   203.4  35    118.4  0.198     9.3    1.0
FRB 2240   253.6  35    168.6  0.205    15.8    3.0
FRB 2241   206.3  35    121.3  0.037    16.0    3.0
FRB 2242   451.3  35    366.3  0.588     9.2    1.0
FRB 2243   205.9  35    120.9  0.075   118.9    3.0
FRB 2244   458.7  35    373.7  0.504    43.9    2.0
FRB 2245   755.2  35    670.2  0.241    11.9    2.0
FRB 2246   668.0  35    583.0  0.045    99.7    2.0
FRB 2247   218.5  35    133.5  0.052     9.7    2.0
FRB 2248   344.6  35    259.6  0.041     9.8    2.0
FRB 2249   549.1  35    464.1  0.257    10.7    5.0
FRB 2250   559.7  35    474.7  0.298     9.4    2.0
FRB 2251   365.8  35    280.8  0.103    20.7    3.0
FRB 2252   404.7  35    319.7  0.134    29.2    2.0
FRB 2253   245.5  35    160.5  0.165    36.5    3.0
FRB 2254   229.4  35    144.4  0.053    14.5    2.0
FRB 2255   340.2  35    255.2  0.021    11.8    2.0
FRB 2256   560.2  35    475.2  0.109    18.6    1.0
FRB 2257   472.4  35    387.4  0.098    10.4    3.0
FRB 2258   722.8  35    637.8  0.589    16.7    3.0
FRB 2259   323.3  35    238.3  0.139    20.7    5.0
FRB 2260   630.6  35    545.6  0.007    45.5    4.0
FRB 2261   153.8  35     68.8  0.019    39.2    3.0
FRB 2262   390.6  35    305.6  0.289    45.1    3.0
FRB 2263   792.4  35    707.4  0.247    14.4    1.0
FRB 2264   615.0  35    530.0  0.633    10.9    1.0
FRB 2265   189.8  35    104.8  0.017    49.7    2.0
FRB 2266   629.0  35    544.0  0.183    10.2    5.0
FRB 2267   359.7  35    274.7  0.173    42.4    2.0
FRB 2268   271.0  35    186.0  0.021    44.9    5.0
FRB 2269   319.3  35    234.3  0.392    15.5    1.0
FRB 2270   252.2  35    167.2  0.191     9.4    5.0
FRB 2271   355.5  35    270.5  0.121     9.1    2.0
FRB 2272   353.4  35    268.4  0.219    17.8    3.0
FRB 2273   416.3  35    331.3  0.281    18.1    3.0
FRB 2274   452.7  35    367.7  0.361    13.1    2.0
FRB 2275   818.4  35    733.4  0.648    13.5    2.0
FRB 2276   313.3  35    228.3  0.055    32.1    2.0
FRB 2277   468.7  35    383.7  0.180    10.4    4.0
FRB 2278   454.3  35    369.3  0.106    27.4    2.0
FRB 2279   707.1  35    622.1  0.395    10.9    3.0
FRB 2280   491.2  35    406.2  0.323    10.0    4.0
FRB 2281   246.5  35    161.5  0.255    20.6    4.0
FRB 2282   168.8  35     83.8  0.073    16.1    1.0
FRB 2283   468.5  35    383.5  0.188    21.4    2.0
FRB 2284   313.9  35    228.9  0.227   114.9    2.0
FRB 2285   354.3  35    269.3  0.410    15.8    3.0
FRB 2286   345.0  35    260.0  0.281    21.0    1.0
FRB 2287   371.6  35    286.6  0.233    10.2    3.0
FRB 2288   228.4  35    143.4  0.092    11.0    1.0
FRB 2289   301.7  35    216.7  0.300    16.3    3.0
FRB 2290   473.1  35    388.1  0.249    18.7    4.0
FRB 2291   341.3  35    256.3  0.136    11.9    1.0
FRB 2292   464.9  35    379.9  0.432    12.5    2.0
FRB 2293   302.5  35    217.5  0.137    65.0    1.0
FRB 2294   421.2  35    336.2  0.323    16.3    0.0
FRB 2295   506.2  35    421.2  0.167    96.8    2.0
FRB 2296   401.6  35    316.6  0.021    15.5    2.0
FRB 2297   335.3  35    250.3  0.329    33.0    3.0
FRB 2298   326.4  35    241.4  0.129    11.8    3.0
FRB 2299   750.0  35    665.0  0.261    42.4    2.0
FRB 2300   495.4  35    410.4  0.318     9.2    2.0
FRB 2301   802.0  35    717.0  0.578    11.9    2.0
FRB 2302   229.4  35    144.4  0.215     9.3    4.0
FRB 2303   346.7  35    261.7  0.241    11.2    2.0
FRB 2304  1104.5  35   1019.5  0.111    14.0    3.0
FRB 2305   161.1  35     76.1  0.116     9.9    4.0
FRB 2306   336.6  35    251.6  0.262    30.8    1.0
FRB 2307   320.6  35    235.6  0.144    17.0    3.0
FRB 2308   121.9  35     36.9  0.040    10.1    2.0
FRB 2309   176.0  35     91.0  0.082    18.6    1.0
FRB 2310   328.9  35    243.9  0.004   147.0    2.0
FRB 2311   555.9  35    470.9  0.420     9.3    3.0
FRB 2312   200.4  35    115.4  0.061    30.7    1.0
FRB 2313   624.3  35    539.3  0.246    12.8    3.0
FRB 2314   376.9  35    291.9  0.090    25.7    3.0
FRB 2315   869.8  35    784.8  0.645    13.0    1.0
FRB 2316   736.0  35    651.0  0.269    56.3    1.0
FRB 2317   493.6  35    408.6  0.406    10.6    3.0
FRB 2318   238.1  35    153.1  0.211    22.5    3.0
FRB 2319   178.3  35     93.3  0.056    12.7    3.0
FRB 2320   551.0  35    466.0  0.047    15.9    3.0
FRB 2321   288.4  35    203.4  0.195    47.6    3.0
FRB 2322   270.8  35    185.8  0.077    15.2    1.0
FRB 2323   456.0  35    371.0  0.121    45.1    2.0
FRB 2324   679.4  35    594.4  0.106    18.1    1.0
FRB 2325   219.5  35    134.5  0.147    11.8    3.0
FRB 2326   676.8  35    591.8  0.207     9.2    2.0
FRB 2327   349.1  35    264.1  0.062    42.7    2.0
FRB 2328   287.3  35    202.3  0.125    35.2    1.0
FRB 2329   222.6  35    137.6  0.044    11.0    3.0
FRB 2330   315.7  35    230.7  0.277    13.7    2.0
FRB 2331   328.9  35    243.9  0.218    20.6    4.0
FRB 2332   643.0  35    558.0  0.320     9.9    2.0
FRB 2333   451.8  35    366.8  0.142    44.2    3.0
FRB 2334   733.5  35    648.5  0.533     9.4    2.0
FRB 2335  1289.9  35   1204.9  0.062    37.0    3.0
FRB 2336   234.3  35    149.3  0.191    10.5    3.0
FRB 2337   319.8  35    234.8  0.157     9.3    6.0
FRB 2338   317.9  35    232.9  0.264    25.1    3.0
FRB 2339   506.8  35    421.8  0.369    19.2    2.0
FRB 2340   287.2  35    202.2  0.073    25.9    3.0
FRB 2341   905.2  35    820.2  0.235    13.6    2.0
FRB 2342   269.8  35    184.8  0.178    12.7    2.0
FRB 2343   337.1  35    252.1  0.219    33.7    1.0
FRB 2344   777.1  35    692.1  0.532    25.7    2.0
FRB 2345   165.6  35     80.6  0.059    18.8    3.0
FRB 2346   483.3  35    398.3  0.569    12.3    2.0
FRB 2347   290.6  35    205.6  0.050    24.9    3.0
FRB 2348   354.8  35    269.8  0.259    15.2    2.0
FRB 2349   674.4  35    589.4  0.400    29.8    2.0
FRB 2350   216.4  35    131.4  0.048    10.3    3.0
FRB 2351   589.0  35    504.0  0.135    12.2    5.0
FRB 2352   435.8  35    350.8  0.446     9.6    1.0
FRB 2353   188.7  35    103.7  0.112   142.4    3.0
