BW    336 #MHz
FRES  1 #MHz
NFRB 5388 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 6.844 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 14 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 3353   581.3  35    496.3  0.328    15.5    4.0
FRB 3354   453.9  35    368.9  0.266    28.9    4.0
FRB 3355   272.7  35    187.7  0.230    25.7    4.0
FRB 3356   456.2  35    371.2  0.406    38.0    1.0
FRB 3357   383.3  35    298.3  0.200    22.9    3.0
FRB 3358   267.1  35    182.1  0.131    16.8    0.0
FRB 3359   928.6  35    843.6  0.478    19.5    1.0
FRB 3361   341.2  35    256.2  0.145    26.5    1.0
FRB 3362   300.6  35    215.6  0.338    15.2    4.0
FRB 3368   641.3  35    556.3  0.344    17.8    1.0
FRB 3370   915.9  35    830.9  0.184    21.6    5.0
FRB 3372   350.7  35    265.7  0.329    30.1    4.0
FRB 3373   539.5  35    454.5  0.242    18.3    3.0
FRB 3383   531.1  35    446.1  0.393    14.9    2.0
FRB 3385   446.0  35    361.0  0.300    18.0    4.0
FRB 3386   385.4  35    300.4  0.039    41.5    5.0
FRB 3388   718.5  35    633.5  0.092    20.9    4.0
FRB 3389   160.8  35     75.8  0.003   108.2    3.0
FRB 3391   864.3  35    779.3  0.494    14.1    2.0
FRB 3393   267.8  35    182.8  0.138    25.4    4.0
FRB 3394   671.9  35    586.9  0.379    14.9    2.0
FRB 3395   550.6  35    465.6  0.184    16.7    4.0
FRB 3397   640.1  35    555.1  0.546    14.1    3.0
FRB 3398   420.3  35    335.3  0.470    23.6    3.0
FRB 3400   422.5  35    337.5  0.008    14.9    2.0
FRB 3403   199.7  35    114.7  0.033    31.7    3.0
FRB 3405   405.0  35    320.0  0.434    17.1    2.0
FRB 3407   320.5  35    235.5  0.230    16.7    4.0
FRB 3408   173.1  35     88.1  0.080    33.8    2.0
FRB 3409   305.0  35    220.0  0.198    16.0    3.0
FRB 3410   145.7  35     60.7  0.063   125.8    2.0
FRB 3415   564.5  35    479.5  0.316    25.7    2.0
FRB 3420   150.5  35     65.5  0.054    19.7    0.0
FRB 3421   486.2  35    401.2  0.057    15.3    3.0
FRB 3424   197.7  35    112.7  0.077    72.7    4.0
FRB 3426   507.9  35    422.9  0.080    16.3    2.0
FRB 3428   602.3  35    517.3  0.207    35.6    4.0
FRB 3429   189.5  35    104.5  0.005    25.4    2.0
FRB 3430   298.6  35    213.6  0.247    21.5    2.0
FRB 3434   225.0  35    140.0  0.220    49.4    5.0
FRB 3436   362.0  35    277.0  0.214    17.1    3.0
FRB 3437   875.9  35    790.9  0.148    23.5    2.0
FRB 3439   296.6  35    211.6  0.055    18.3    2.0
FRB 3440   268.8  35    183.8  0.243    41.0    2.0
FRB 3441   639.8  35    554.8  0.324    32.1    2.0
FRB 3443   621.4  35    536.4  0.636    17.1    2.0
FRB 3446   238.6  35    153.6  0.071   874.4    2.0
FRB 3447   190.0  35    105.0  0.072   207.1    3.0
FRB 3448   490.3  35    405.3  0.571    14.6    3.0
FRB 3450   714.5  35    629.5  0.243    24.6    4.0
FRB 3451   380.8  35    295.8  0.440    30.6    2.0
FRB 3453   679.2  35    594.2  0.071    21.3    1.0
FRB 3459   301.4  35    216.4  0.251    14.2    2.0
FRB 3460   484.7  35    399.7  0.340    23.4    1.0
FRB 3463   807.5  35    722.5  0.448    14.9    3.0
FRB 3464   445.5  35    360.5  0.271    23.3    2.0
FRB 3465   294.8  35    209.8  0.109    16.3    2.0
FRB 3466   257.1  35    172.1  0.156    15.1    3.0
FRB 3468   732.4  35    647.4  0.630    29.8    0.0
FRB 3469   325.9  35    240.9  0.115    16.6    2.0
FRB 3470   383.9  35    298.9  0.416    15.2    3.0
FRB 3471   291.5  35    206.5  0.177    25.8    3.0
FRB 3473   191.5  35    106.5  0.005   552.7    2.0
FRB 3476   186.0  35    101.0  0.037    18.4    2.0
FRB 3477   242.4  35    157.4  0.003    37.2    2.0
FRB 3478   192.0  35    107.0  0.106    37.0    2.0
FRB 3482   488.4  35    403.4  0.281    22.8    4.0
FRB 3483   104.1  35     19.1  0.016    79.5    3.0
FRB 3484   328.9  35    243.9  0.026    34.7    3.0
FRB 3485   495.2  35    410.2  0.068    16.2    1.0
FRB 3486   433.7  35    348.7  0.388    17.6    2.0
FRB 3487   388.3  35    303.3  0.200    20.7    1.0
FRB 3488   239.8  35    154.8  0.005    15.3    3.0
FRB 3490   405.5  35    320.5  0.169    18.3    4.0
FRB 3491   381.1  35    296.1  0.352    16.9    2.0
FRB 3494   195.5  35    110.5  0.065    14.3    2.0
FRB 3496   213.1  35    128.1  0.103    22.5    3.0
FRB 3497   145.5  35     60.5  0.027    19.9    1.0
FRB 3498   394.8  35    309.8  0.207    18.5    0.0
FRB 3502   474.3  35    389.3  0.050    51.9    1.0
FRB 3503   305.3  35    220.3  0.278    19.8    2.0
FRB 3505   280.4  35    195.4  0.221    17.0    4.0
FRB 3506   362.0  35    277.0  0.274    24.5    4.0
FRB 3507   705.3  35    620.3  0.605    35.0    2.0
FRB 3508   191.9  35    106.9  0.137    47.4    5.0
FRB 3509   310.5  35    225.5  0.227    26.1    3.0
FRB 3511   601.6  35    516.6  0.584    25.7    3.0
FRB 3512   537.4  35    452.4  0.112    26.6    2.0
FRB 3519   513.3  35    428.3  0.214    32.2    3.0
FRB 3520   264.8  35    179.8  0.237    49.5    3.0
FRB 3521   313.6  35    228.6  0.317    14.4    3.0
FRB 3523   402.3  35    317.3  0.415    14.1    1.0
FRB 3524   271.0  35    186.0  0.143    16.0    3.0
FRB 3525   371.7  35    286.7  0.164    14.2    2.0
FRB 3528   263.7  35    178.7  0.248    25.7    2.0
FRB 3529   233.0  35    148.0  0.171   112.9    2.0
FRB 3530   538.2  35    453.2  0.474    16.2    3.0
FRB 3531   354.9  35    269.9  0.337    72.3    1.0
FRB 3532   260.4  35    175.4  0.193    54.7    2.0
FRB 3534   319.9  35    234.9  0.076    17.7    5.0
FRB 3536   146.3  35     61.3  0.026    17.9    4.0
FRB 3538   225.2  35    140.2  0.036    31.8    2.0
FRB 3539   474.5  35    389.5  0.050    22.2    3.0
FRB 3540   310.3  35    225.3  0.318    21.3    2.0
FRB 3543   298.6  35    213.6  0.001    14.8    1.0
FRB 3544   461.5  35    376.5  0.218    16.3    2.0
FRB 3545   193.2  35    108.2  0.076    27.8    2.0
FRB 3546   231.7  35    146.7  0.049    15.4    4.0
FRB 3548   644.0  35    559.0  0.004    58.8    2.0
FRB 3549   358.2  35    273.2  0.347    20.9    2.0
FRB 3551   395.3  35    310.3  0.246    21.7    1.0
FRB 3552   483.7  35    398.7  0.200    20.3    2.0
FRB 3553   443.0  35    358.0  0.144    34.0    3.0
FRB 3554   299.5  35    214.5  0.199    14.7    2.0
FRB 3556   205.0  35    120.0  0.181    28.9    5.0
FRB 3558   448.6  35    363.6  0.415    26.0    3.0
FRB 3559   214.7  35    129.7  0.111    25.2    1.0
FRB 3560   629.2  35    544.2  0.728    20.7    1.0
FRB 3561   536.1  35    451.1  0.225    22.5    2.0
FRB 3562   623.6  35    538.6  0.423    17.8    4.0
FRB 3564   442.6  35    357.6  0.177    16.4    1.0
FRB 3565   504.1  35    419.1  0.101    36.9    3.0
FRB 3566   644.1  35    559.1  0.048    25.8    2.0
FRB 3567   498.6  35    413.6  0.130    27.3    2.0
FRB 3570   627.1  35    542.1  0.569    14.3    1.0
FRB 3575   337.9  35    252.9  0.069    60.5    3.0
FRB 3576   173.1  35     88.1  0.055    28.1    4.0
FRB 3577   275.7  35    190.7  0.012    46.1    3.0
FRB 3582   376.5  35    291.5  0.115    15.0    4.0
FRB 3583   378.0  35    293.0  0.320    22.0    1.0
FRB 3584   221.5  35    136.5  0.023    46.6    2.0
FRB 3585   181.9  35     96.9  0.010    70.6    3.0
FRB 3587   375.9  35    290.9  0.037    16.7    4.0
FRB 3589   550.0  35    465.0  0.565    15.7    2.0
FRB 3590   288.0  35    203.0  0.140    25.6    2.0
FRB 3592  1165.9  35   1080.9  0.136   119.7    4.0
FRB 3593   334.9  35    249.9  0.178    16.8    2.0
FRB 3599   288.3  35    203.3  0.244    27.9    3.0
FRB 3601  1263.7  35   1178.7  0.131    17.4    3.0
FRB 3603   394.2  35    309.2  0.073    23.2    2.0
FRB 3605   415.6  35    330.6  0.073    47.1    4.0
FRB 3606   272.1  35    187.1  0.110    29.5    6.0
FRB 3607   280.4  35    195.4  0.161    21.8    3.0
FRB 3608   315.7  35    230.7  0.035    31.8    1.0
FRB 3609   221.6  35    136.6  0.067    26.6    2.0
FRB 3611   259.0  35    174.0  0.051    22.8    2.0
FRB 3612   278.6  35    193.6  0.270    21.7    3.0
FRB 3614   436.5  35    351.5  0.289   127.2    3.0
FRB 3615   285.9  35    200.9  0.144    16.0    3.0
FRB 3616   483.7  35    398.7  0.048    38.9    5.0
FRB 3617   387.0  35    302.0  0.378    54.0    3.0
FRB 3618   242.2  35    157.2  0.029    75.1    4.0
FRB 3619   690.4  35    605.4  0.563    16.4    1.0
FRB 3621   322.4  35    237.4  0.285    21.7    3.0
FRB 3622   308.3  35    223.3  0.222    28.9    3.0
FRB 3623   338.2  35    253.2  0.135    23.3    2.0
FRB 3624   463.2  35    378.2  0.105    26.2    2.0
FRB 3625   248.9  35    163.9  0.177    22.3    2.0
FRB 3628   198.1  35    113.1  0.070    17.0    3.0
FRB 3629   479.3  35    394.3  0.278    17.8    3.0
FRB 3633   126.5  35     41.5  0.004    32.1    4.0
FRB 3636   223.7  35    138.7  0.114    17.7    2.0
FRB 3637   339.6  35    254.6  0.101    20.8    2.0
FRB 3638   333.7  35    248.7  0.276    23.8    1.0
FRB 3639   440.7  35    355.7  0.025    47.3    2.0
FRB 3640   314.9  35    229.9  0.381    16.0    2.0
FRB 3641   263.1  35    178.1  0.049    94.5    3.0
FRB 3642   450.4  35    365.4  0.138    19.6    5.0
FRB 3643   201.5  35    116.5  0.002   6797.8    6.0
FRB 3645   353.6  35    268.6  0.025    83.6    2.0
FRB 3646  1003.9  35    918.9  0.200    39.2    3.0
FRB 3648   159.5  35     74.5  0.010    28.0    2.0
FRB 3652   370.4  35    285.4  0.069    41.9    1.0
FRB 3654   949.0  35    864.0  0.675    15.5    1.0
FRB 3655   275.1  35    190.1  0.006   185.6    3.0
FRB 3660   356.8  35    271.8  0.040   177.3    2.0
FRB 3664   128.0  35     43.0  0.021    56.2    3.0
FRB 3667   392.0  35    307.0  0.151    79.6    3.0
FRB 3668   373.3  35    288.3  0.049    30.8    3.0
FRB 3669   229.1  35    144.1  0.061    16.6    2.0
FRB 3670   327.2  35    242.2  0.302    17.3    2.0
FRB 3672   826.9  35    741.9  0.071    16.0    4.0
FRB 3673   255.3  35    170.3  0.052    78.6    3.0
FRB 3676   593.1  35    508.1  0.688    19.1    3.0
FRB 3677   491.1  35    406.1  0.558    34.5    2.0
FRB 3678   447.0  35    362.0  0.425    14.7    1.0
FRB 3679   237.6  35    152.6  0.162    14.3    3.0
FRB 3680   318.3  35    233.3  0.102    15.2    4.0
FRB 3682   431.2  35    346.2  0.340    24.1    0.0
FRB 3684   894.9  35    809.9  0.687    14.3    2.0
FRB 3686   384.1  35    299.1  0.326    17.6    3.0
FRB 3687   797.1  35    712.1  0.506    34.1    2.0
FRB 3689   220.1  35    135.1  0.182    14.3    2.0
FRB 3691   436.6  35    351.6  0.013    18.1    1.0
FRB 3692   709.3  35    624.3  0.321    14.6    2.0
FRB 3693   323.4  35    238.4  0.290    17.7    3.0
FRB 3694   404.7  35    319.7  0.382    36.5    3.0
FRB 3695   282.8  35    197.8  0.063    24.2    3.0
FRB 3696   203.2  35    118.2  0.065    47.3    1.0
FRB 3698   670.2  35    585.2  0.381    20.7    4.0
FRB 3699   406.5  35    321.5  0.315    15.9    4.0
FRB 3701   124.9  35     39.9  0.005    50.0    3.0
FRB 3702   352.8  35    267.8  0.151    16.7    2.0
FRB 3703   253.2  35    168.2  0.198    30.0    2.0
FRB 3704   610.7  35    525.7  0.334    14.7    2.0
FRB 3705  1190.0  35   1105.0  0.607    15.0    2.0
FRB 3706   527.9  35    442.9  0.450    47.4    3.0
FRB 3708   117.2  35     32.2  0.031    21.3    2.0
FRB 3709   291.8  35    206.8  0.321    20.5    3.0
FRB 3710   258.7  35    173.7  0.156    19.3    5.0
FRB 3711   384.3  35    299.3  0.260    48.9    2.0
FRB 3713   954.0  35    869.0  0.483    14.4    3.0
FRB 3714   584.1  35    499.1  0.224    22.2    3.0
FRB 3718   759.4  35    674.4  0.115    59.8    1.0
FRB 3719   436.5  35    351.5  0.136    25.6    2.0
FRB 3720   453.6  35    368.6  0.489    16.1    3.0
FRB 3722   451.9  35    366.9  0.462    16.6    1.0
FRB 3723   481.3  35    396.3  0.214    17.4    2.0
FRB 3724   467.5  35    382.5  0.294    31.7    1.0
FRB 3730   399.2  35    314.2  0.417    16.3    2.0
FRB 3731   560.4  35    475.4  0.497    28.7    1.0
FRB 3734   732.9  35    647.9  0.677    16.3    1.0
FRB 3736   269.1  35    184.1  0.151    75.3    4.0
FRB 3738   237.0  35    152.0  0.023    41.0    1.0
FRB 3740   216.3  35    131.3  0.099    62.1    2.0
FRB 3741   541.7  35    456.7  0.264    16.9    2.0
FRB 3742   482.4  35    397.4  0.189    93.2    3.0
FRB 3743   408.1  35    323.1  0.207    17.3    3.0
FRB 3744   297.6  35    212.6  0.127    29.8    2.0
FRB 3746   621.9  35    536.9  0.687    17.2    2.0
FRB 3750   153.9  35     68.9  0.044    29.2    1.0
FRB 3751   203.4  35    118.4  0.129    14.9    3.0
FRB 3752   278.5  35    193.5  0.003    29.9    4.0
FRB 3753   250.2  35    165.2  0.149    54.9    3.0
FRB 3754   793.6  35    708.6  0.752    16.6    1.0
FRB 3755   163.3  35     78.3  0.025    36.5    3.0
FRB 3757   358.5  35    273.5  0.162    78.1    2.0
FRB 3761   681.5  35    596.5  0.347    20.5    2.0
FRB 3762   415.1  35    330.1  0.417    19.0    1.0
FRB 3764   188.9  35    103.9  0.026    35.8    4.0
FRB 3765   196.1  35    111.1  0.081    16.9    3.0
FRB 3766   293.2  35    208.2  0.136    18.4    4.0
FRB 3768   314.7  35    229.7  0.245    19.9    2.0
FRB 3772  1026.2  35    941.2  0.228    22.8    4.0
FRB 3773  1720.1  35   1635.1  0.241    25.2    3.0
FRB 3774   367.0  35    282.0  0.303    18.6    3.0
FRB 3775   417.9  35    332.9  0.244    20.0    4.0
FRB 3776   506.1  35    421.1  0.126    20.4    2.0
FRB 3777   392.3  35    307.3  0.309    16.6    3.0
FRB 3779   201.8  35    116.8  0.210    15.3    2.0
FRB 3780   491.7  35    406.7  0.385    19.5    3.0
FRB 3781   286.8  35    201.8  0.066    41.6    5.0
FRB 3782   583.5  35    498.5  0.484    17.4    3.0
FRB 3786   321.4  35    236.4  0.146    34.2    4.0
FRB 3787   604.0  35    519.0  0.123    21.3    4.0
FRB 3789   429.6  35    344.6  0.292    14.5    1.0
FRB 3790   377.1  35    292.1  0.418    19.6    2.0
FRB 3792   804.2  35    719.2  0.232    19.2    4.0
FRB 3794   206.1  35    121.1  0.034    23.2    2.0
FRB 3798   318.2  35    233.2  0.393    15.0    0.0
FRB 3799   377.7  35    292.7  0.166    33.5    4.0
FRB 3800   400.7  35    315.7  0.187    41.8    2.0
FRB 3801   909.6  35    824.6  0.477    24.7    2.0
FRB 3803   363.6  35    278.6  0.456    21.2    3.0
FRB 3804   513.9  35    428.9  0.099    47.8    4.0
FRB 3806   248.0  35    163.0  0.106    21.0    1.0
FRB 3807   296.4  35    211.4  0.268    64.9    3.0
FRB 3808   147.3  35     62.3  0.007    14.5    3.0
FRB 3809   459.6  35    374.6  0.405    25.6    2.0
FRB 3810   240.6  35    155.6  0.208   117.3    2.0
FRB 3812   275.7  35    190.7  0.073    16.5    2.0
FRB 3815   202.4  35    117.4  0.098   166.6    3.0
FRB 3816   242.5  35    157.5  0.065    40.4    4.0
FRB 3817   200.8  35    115.8  0.026    80.6    2.0
FRB 3823   305.6  35    220.6  0.204    34.4    2.0
FRB 3827   315.2  35    230.2  0.062    88.4    4.0
FRB 3828   609.7  35    524.7  0.053   1227.7    2.0
FRB 3830   651.3  35    566.3  0.202    14.9    4.0
FRB 3834   610.8  35    525.8  0.320    88.2    3.0
FRB 3836   443.3  35    358.3  0.291    29.2    1.0
FRB 3837   697.9  35    612.9  0.147    17.2    3.0
FRB 3839   250.9  35    165.9  0.172    17.1    3.0
FRB 3840   407.3  35    322.3  0.156    26.9    3.0
FRB 3841   451.1  35    366.1  0.102    55.8    3.0
FRB 3842   743.7  35    658.7  0.148    32.9    3.0
FRB 3843  1465.2  35   1380.2  0.157    45.8    3.0
FRB 3844   283.4  35    198.4  0.002    28.1    3.0
FRB 3847   304.2  35    219.2  0.297    42.7    3.0
FRB 3849  1203.0  35   1118.0  0.322    33.6    2.0
FRB 3850   256.3  35    171.3  0.018    22.7    2.0
FRB 3851   476.0  35    391.0  0.354    14.4    2.0
FRB 3852   521.5  35    436.5  0.574    25.0    2.0
FRB 3855   500.3  35    415.3  0.508    15.6    2.0
FRB 3856   478.4  35    393.4  0.533    31.1    0.0
FRB 3857   941.6  35    856.6  0.173    25.3    3.0
FRB 3858   207.8  35    122.8  0.091   142.7    1.0
FRB 3859   821.4  35    736.4  0.526    40.6    3.0
FRB 3860   439.6  35    354.6  0.251    23.9    2.0
FRB 3863   163.3  35     78.3  0.056    34.5    2.0
FRB 3865  1337.0  35   1252.0  0.008    38.0    6.0
FRB 3867   544.9  35    459.9  0.094    32.3    2.0
FRB 3868   244.1  35    159.1  0.035    23.9    4.0
FRB 3869   705.3  35    620.3  0.436    56.9    1.0
FRB 3870   274.4  35    189.4  0.063    35.3    2.0
FRB 3872   511.4  35    426.4  0.294    17.2    3.0
FRB 3875   384.6  35    299.6  0.052    16.6    4.0
FRB 3876   200.0  35    115.0  0.162    51.3    3.0
FRB 3877   316.5  35    231.5  0.201    18.2    0.0
FRB 3878   304.5  35    219.5  0.178    33.5    2.0
FRB 3880   512.6  35    427.6  0.151    15.5    4.0
FRB 3881   877.2  35    792.2  0.343    30.6    2.0
FRB 3882   349.2  35    264.2  0.240    15.9    2.0
FRB 3889   483.9  35    398.9  0.169    20.4    2.0
FRB 3891   551.4  35    466.4  0.563    19.2    1.0
FRB 3892   679.0  35    594.0  0.690    27.5    0.0
FRB 3893   462.0  35    377.0  0.238    17.2    2.0
FRB 3895   747.8  35    662.8  0.270    28.1    1.0
FRB 3896   320.1  35    235.1  0.002   2534.6    3.0
FRB 3897   253.3  35    168.3  0.124    36.4    1.0
FRB 3899   602.8  35    517.8  0.437    27.9    3.0
FRB 3900   355.3  35    270.3  0.230    18.1    2.0
FRB 3901   181.4  35     96.4  0.091    16.8    4.0
FRB 3903   764.6  35    679.6  0.727    15.5    2.0
FRB 3904   737.1  35    652.1  0.384    22.6    1.0
FRB 3907   151.3  35     66.3  0.001    20.0    3.0
FRB 3908   624.6  35    539.6  0.180    64.5    3.0
FRB 3909   276.8  35    191.8  0.138    21.9    1.0
FRB 3910   356.8  35    271.8  0.251    27.1    1.0
FRB 3911   340.8  35    255.8  0.316    14.8    5.0
FRB 3916   338.4  35    253.4  0.034    17.3    2.0
FRB 3920   345.1  35    260.1  0.252    27.8    2.0
FRB 3921   586.2  35    501.2  0.384    19.7    3.0
FRB 3923   392.7  35    307.7  0.419    15.5    1.0
FRB 3928   577.8  35    492.8  0.572    14.7    1.0
FRB 3930   801.7  35    716.7  0.673    14.4    2.0
FRB 3931   580.6  35    495.6  0.136    97.5    3.0
FRB 3934   183.4  35     98.4  0.005    69.4    5.0
FRB 3936   282.5  35    197.5  0.106    22.4    3.0
FRB 3937   845.1  35    760.1  0.062    25.7    2.0
FRB 3938   493.3  35    408.3  0.160    15.7    0.0
FRB 3940   190.7  35    105.7  0.056    18.9    2.0
FRB 3944   178.0  35     93.0  0.105    16.0    3.0
FRB 3946   470.4  35    385.4  0.195    14.8    3.0
FRB 3947   662.4  35    577.4  0.575    31.6    1.0
FRB 3949   516.6  35    431.6  0.229    17.3    3.0
FRB 3952   581.9  35    496.9  0.231    14.9    4.0
FRB 3953   595.9  35    510.9  0.364    14.4    3.0
FRB 3954   304.8  35    219.8  0.052    50.2    4.0
FRB 3955   355.7  35    270.7  0.305    52.4    3.0
FRB 3957   303.5  35    218.5  0.034    25.4    3.0
FRB 3961   186.3  35    101.3  0.062    17.9    5.0
FRB 3963   433.3  35    348.3  0.074    21.0    3.0
FRB 3964   444.1  35    359.1  0.060    28.3    7.0
FRB 3965   389.8  35    304.8  0.132    18.9    2.0
FRB 3966   280.0  35    195.0  0.070    31.0    2.0
FRB 3967   165.9  35     80.9  0.010    41.8    3.0
FRB 3968   154.9  35     69.9  0.006    14.0    4.0
FRB 3969   572.0  35    487.0  0.092    14.3    0.0
FRB 3970   323.5  35    238.5  0.278    21.1    4.0
FRB 3971   244.2  35    159.2  0.200    18.1    3.0
FRB 3972   591.5  35    506.5  0.286    35.3    1.0
FRB 3973   291.6  35    206.6  0.201    14.7    4.0
FRB 3976   164.8  35     79.8  0.021    19.9    4.0
FRB 3977   231.9  35    146.9  0.010    19.0    2.0
FRB 3978   387.4  35    302.4  0.230    31.7    4.0
FRB 3979   315.3  35    230.3  0.126    42.6    2.0
FRB 3982   359.7  35    274.7  0.025    15.3    2.0
FRB 3984   279.6  35    194.6  0.064    83.1    3.0
FRB 3986   391.5  35    306.5  0.242    20.3    2.0
FRB 3992   504.6  35    419.6  0.150    25.1    1.0
FRB 3993   967.7  35    882.7  0.139    28.1    2.0
FRB 3997   600.8  35    515.8  0.043    17.0    2.0
FRB 3999   195.5  35    110.5  0.151    21.5    2.0
FRB 4000   319.8  35    234.8  0.137    51.9    3.0
FRB 4001   479.7  35    394.7  0.309    57.1    3.0
FRB 4003   364.1  35    279.1  0.409    22.8    3.0
FRB 4004   451.6  35    366.6  0.441    18.6    3.0
FRB 4006   581.4  35    496.4  0.419    14.0    2.0
FRB 4009   290.7  35    205.7  0.292    22.8    3.0
FRB 4011   570.4  35    485.4  0.026    18.3    2.0
FRB 4012   560.3  35    475.3  0.488    14.6    3.0
FRB 4014   582.2  35    497.2  0.402    43.7    3.0
FRB 4015   357.2  35    272.2  0.111    34.3    3.0
FRB 4016   547.0  35    462.0  0.329    21.6    1.0
FRB 4017   332.8  35    247.8  0.155    77.9    3.0
FRB 4018   278.2  35    193.2  0.117    49.9    2.0
FRB 4022   292.0  35    207.0  0.161    14.7    1.0
FRB 4024   579.8  35    494.8  0.129    23.8    3.0
FRB 4026   350.6  35    265.6  0.160    35.8    4.0
FRB 4027   249.7  35    164.7  0.145    20.5    2.0
FRB 4028   198.9  35    113.9  0.053    16.2    2.0
